"Term","Ontology","set.mean","set.size","z.score","genes"
"GO:0008186","ATP-dependent activity, acting on RNA","MF",10.3120285543329,74,5.43230951839065,"1660;1665;54505;9416;80119;1654;7919;9775;57062;1973;1653;54456;10212;23517;10146;22907;90957;1662;9879;79009;51202;9716;79132;1656;11269;83990;54555;11056;64848;1659;83479;1655;57697;55794;25788;9785;4343;9188;91351;8449;54606;6832;1663;11218;79039;10521;55601;6499;64135;3508;9704;317781;23020;56919;1974;55661;55308;8886;5976;170506;55760;11325;57647;51428;23586;29118;54514;57696;60625;64794;79665;91646;122402;168400"
"GO:0071897","DNA biosynthetic process","BP",7.84358419773383,186,5.4152894300316,"7415;10576;890;80119;9314;3320;3181;3178;10694;1026;3192;3776;6950;1063;3326;7520;3183;5394;3184;10575;7013;7203;79618;4609;6117;2247;1032;26585;10728;22948;908;8550;9212;55135;25849;5594;4751;80169;65057;27343;9768;85456;6714;64282;5245;25970;6240;5423;5985;7157;7027;5111;7011;54386;1111;1545;7083;7486;201973;100134934;50507;8658;7298;51514;4221;5155;5983;3978;55226;10111;28984;1499;4772;10459;1602;3980;5426;83932;54984;64094;5427;5424;4216;8877;23381;167227;4361;4015;80351;56897;10721;10039;78995;5982;64855;1736;84875;5595;4931;545;286826;79075;9767;54921;79960;27000;56655;7015;5073;94;11201;50484;25898;199990;5588;22890;10715;25865;3981;11284;55505;84289;225689;11232;54107;7014;5422;10574;26073;11143;7012;79977;23338;5981;10714;11277;9894;51455;143;55512;5570;1490;92345;57804;51426;5429;5609;5428;472;659;1791;2185;2264;2671;4880;5159;5425;5980;5984;6847;7084;7124;7398;9100;9104;9370;23293;23411;25913;26272;26277;27063;27434;51147;54108;54433;54464;54552;55651;56158;63922;64769;79991;124739;140609;353497"
"GO:2000194","regulation of female gonad development","BP",26.8854570754118,6,5.41254832945206,"7490;26471;23414;3643;2661;2516"
"GO:0004812","aminoacyl-tRNA ligase activity","MF",12.557150720973,41,5.41106881833785,"6301;7453;2617;16;3376;833;2058;4677;5917;8565;55699;6897;5859;4141;51067;23395;23438;25973;10056;55157;51520;79587;54938;57038;3035;1615;124454;57505;57470;80755;10352;79731;3735;10667;80222;7407;55152;2193;57176;92935;123283"
"GO:0006418","tRNA aminoacylation for protein translation","BP",12.557150720973,41,5.41106881833785,"6301;7453;2617;16;3376;833;2058;4677;5917;8565;55699;6897;5859;4141;51067;23395;23438;25973;10056;55157;51520;79587;54938;57038;3035;1615;124454;57505;57470;80755;10352;79731;3735;10667;80222;7407;55152;2193;57176;92935;123283"
"GO:0016875","ligase activity, forming carbon-oxygen bonds","MF",12.557150720973,41,5.41106881833785,"6301;7453;2617;16;3376;833;2058;4677;5917;8565;55699;6897;5859;4141;51067;23395;23438;25973;10056;55157;51520;79587;54938;57038;3035;1615;124454;57505;57470;80755;10352;79731;3735;10667;80222;7407;55152;2193;57176;92935;123283"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","BP",8.20752861938632,157,5.40757962516165,"7415;498;518;3312;4729;4710;539;3303;509;2773;10476;5901;4535;516;4536;6391;522;515;4712;9551;4537;10632;9556;4540;4709;4718;142;4711;4702;4722;201163;4704;4541;29789;6392;506;4706;4698;226;4509;4694;55669;481;10165;65220;4508;3304;514;4725;6389;7114;523;57089;4707;63979;10201;2023;7040;4700;4539;4696;517;10059;513;4719;5465;4695;1353;4731;4621;521;4713;29922;93974;134145;6901;205;3615;4976;204;4831;4716;4715;4538;572;368;54539;4830;84833;30968;3704;4832;4833;4723;126328;4717;4714;4724;64802;4701;55967;51422;4708;1497;23433;11164;51715;10845;525;283120;51079;84277;706;51024;79631;318;65018;790955;9567;8505;6390;4726;57673;3948;374291;26289;4720;3988;114789;526;9605;203;477;527;3565;3614;4622;4624;4625;4626;4705;4728;4907;5167;5169;8382;10891;27109;50808;54209;55022;55811;56848;65990;120892;267020;347736"
"GO:0061676","importin-alpha family protein binding","MF",22.6001268147424,9,5.40432295415633,"1660;22974;5901;3837;5925;2801;27351;81602;9538"
"GO:0007100","mitotic centrosome separation","BP",18.801884374967,14,5.38669911045236,"6790;3832;54820;4751;55968;137886;1111;23636;5902;9371;64793;79884;81565;3834"
"GO:0034093","positive regulation of maintenance of sister chromatid cohesion","BP",26.7121654393122,6,5.37209744619786,"699;286053;84250;23137;9555;55719"
"GO:0034184","positive regulation of maintenance of mitotic sister chromatid cohesion","BP",26.7121654393122,6,5.37209744619786,"699;286053;84250;23137;9555;55719"
"GO:0000932","P-body","CC",9.36370391262506,98,5.35875076663387,"4076;5701;5685;5683;9470;10643;1977;10456;23345;677;9698;85363;23589;8878;55629;7150;23644;55095;54915;80153;55337;29883;9710;23112;5702;51441;80149;192670;4848;253943;1656;126374;23034;6737;27258;1994;219988;27257;55833;26523;27327;167227;192669;28960;550643;4343;57690;5687;55802;200316;10644;10957;10642;9582;5436;9125;55643;11157;9924;53339;57819;7812;25804;3669;79632;255967;27350;9337;129563;7538;196513;84962;64506;26065;5976;54542;27161;4849;8994;11030;23019;25819;54464;56478;60489;79727;84206;92312;131405;140564;149041;164668;197135;200315;203228;339345;340152;342977"
"GO:0006750","glutathione biosynthetic process","BP",17.7454074006824,16,5.35612257768517,"23657;79094;2729;4258;2937;2686;494143;6505;2730;2678;4780;3029;2679;2687;6506;124975"
"GO:0061077","chaperone-mediated protein folding","BP",10.2080088299374,74,5.34687364773559,"10576;3312;10808;10694;3313;3303;6950;26973;3336;10575;7411;6782;7203;5479;5203;10728;22948;908;9601;3315;79031;3306;27348;5202;7266;23753;5201;3304;6767;10491;1676;51182;3309;3305;3310;25822;30001;3337;2286;6388;55898;3300;126393;5204;202052;10471;1457;80331;972;2580;27433;5824;5481;1861;573;11080;374407;64175;10574;120526;54788;2288;1191;2289;3311;9141;10049;10131;51303;79982;146862;150353;165721;414061"
"GO:0051236","establishment of RNA localization","BP",8.12637796025298,157,5.31026619349412,"6428;1660;6426;9908;10643;3181;7919;3178;10657;55746;9775;6432;5901;677;11260;6741;1070;7048;7013;11052;10212;7514;9793;51808;57510;22916;55677;4927;3297;4928;80145;55706;129401;57122;56943;8021;1069;23225;23180;9688;84321;2332;3800;79902;84324;6830;9984;9939;54888;9284;8658;10482;11269;8563;29890;4869;26097;29074;10211;91746;100101267;23636;4686;6396;65125;2733;55110;79023;84271;9972;23279;23381;55916;55051;9818;10128;23165;8888;22794;81929;3837;23049;65110;3087;55795;7248;10189;23237;7884;51637;9877;545;10644;9883;11097;5903;10762;10642;57097;26019;29107;79228;7263;6311;53371;26993;9804;23299;8086;23144;9444;59343;10073;23511;84248;8480;7538;54890;9887;55308;8106;5976;64901;4904;9631;51092;55421;472;3267;4116;4600;7175;8570;9961;10204;23089;23293;25909;29072;29118;51213;54715;54847;56000;56001;57187;65083;65109;87178;94026;130132;144983;160419;348995;387990;643136;728343"
"GO:0007064","mitotic sister chromatid cohesion","BP",13.6904178238682,31,5.30552520773223,"699;991;5885;10274;157570;91272;23047;286053;10735;151648;9126;23126;8658;55869;113130;80218;83903;23383;5925;84250;114799;79075;54921;23137;8243;23244;546;8260;9555;25836;55719"
"GO:0070200","establishment of protein localization to telomere","BP",16.7927676327243,18,5.29605726856431,"10576;10694;6950;10575;7013;7203;22948;908;55135;65057;79035;1736;7015;152485;10574;245711;675;25913"
"GO:1900182","positive regulation of protein localization to nucleus","BP",9.50964134937738,91,5.29578344803702,"10576;5347;83667;983;3320;10694;1894;8692;6950;5901;23435;81603;9531;10575;7203;2534;142;22948;908;11315;6608;51574;6714;8882;80149;207;23607;7040;56257;10155;1387;10527;7016;9451;4804;84662;4869;7297;652;10445;2316;1432;54984;5587;10542;51366;5295;6794;5296;3843;1736;151636;5743;3716;10413;3728;5663;7015;3985;57506;7037;10574;11143;3717;7545;999;4088;84455;51068;83666;25937;785;2033;2147;2737;3059;3952;5532;5580;6469;6934;7175;8841;10979;29775;55696;55929;63928;80279;94103;149628"
"GO:0044380","protein localization to cytoskeleton","BP",10.9215210302745,59,5.2953396101045,"6790;10615;81610;7272;3192;22919;27185;9585;636;324;11043;10634;2932;4281;6491;283489;25;4130;55968;1729;137886;26005;146057;4926;57787;8766;51104;22924;5108;23636;81926;55722;84687;1453;9851;9727;1855;9419;10982;22994;51134;9903;50855;585;11190;84376;10540;79648;9857;2804;3356;10464;23386;29887;55125;58489;64770;246176;286077"
"GO:0006446","regulation of translational initiation","BP",9.97332385715144,78,5.29218296222244,"54505;23645;1654;9470;10209;10657;1978;1653;9689;1979;3646;27335;90850;1983;1975;468;55364;22916;1981;3315;54915;1965;9669;2235;5936;6451;4528;8672;8667;2332;51441;84919;1982;28969;64410;253943;26058;55024;9451;7458;4869;4686;23521;5499;56339;9811;400961;23367;4690;8893;51247;10959;10289;5436;127933;6199;2475;7812;10605;8662;8872;1974;22927;8846;8892;27102;5611;6352;27161;6198;7124;7175;8440;8637;57409;66037;440275;100127983"
"GO:0031053","primary miRNA processing","BP",16.098343985327,20,5.28678536617619,"6428;51593;1654;3181;22916;54487;7040;29102;652;4686;4087;56339;1655;3569;4204;389421;6774;4088;150962;4086"
"GO:0050657","nucleic acid transport","BP",8.14576594572202,154,5.28186235158716,"6428;1660;6426;9908;10643;3181;7919;3178;10657;55746;9775;6432;5901;677;11260;6741;1070;7048;11052;10212;7514;9793;51808;57510;22916;55677;4927;3297;4928;80145;55706;129401;57122;56943;8021;1069;23225;23180;9688;84321;2332;3800;79902;84324;6830;9984;9939;54888;9284;8658;10482;11269;8563;29890;4869;26097;29074;10211;91746;100101267;23636;4686;6396;65125;2733;55110;79023;84271;9972;23279;23381;55916;55051;9818;10128;23165;8888;22794;81929;3837;23049;65110;3087;55795;7248;10189;23237;7884;51637;9877;10644;9883;11097;5903;10762;10642;57097;26019;29107;79228;7263;6311;53371;26993;9804;23299;8086;23144;9444;59343;10073;23511;84248;8480;7538;54890;9887;55308;8106;5976;64901;4904;9631;51092;55421;3267;4116;4600;7175;8570;9961;10204;23089;23293;25909;29072;29118;51213;54715;54847;56000;56001;57187;65083;65109;87178;94026;130132;144983;160419;348995;387990;643136;728343"
"GO:0050658","RNA transport","BP",8.14576594572202,154,5.28186235158716,"6428;1660;6426;9908;10643;3181;7919;3178;10657;55746;9775;6432;5901;677;11260;6741;1070;7048;11052;10212;7514;9793;51808;57510;22916;55677;4927;3297;4928;80145;55706;129401;57122;56943;8021;1069;23225;23180;9688;84321;2332;3800;79902;84324;6830;9984;9939;54888;9284;8658;10482;11269;8563;29890;4869;26097;29074;10211;91746;100101267;23636;4686;6396;65125;2733;55110;79023;84271;9972;23279;23381;55916;55051;9818;10128;23165;8888;22794;81929;3837;23049;65110;3087;55795;7248;10189;23237;7884;51637;9877;10644;9883;11097;5903;10762;10642;57097;26019;29107;79228;7263;6311;53371;26993;9804;23299;8086;23144;9444;59343;10073;23511;84248;8480;7538;54890;9887;55308;8106;5976;64901;4904;9631;51092;55421;3267;4116;4600;7175;8570;9961;10204;23089;23293;25909;29072;29118;51213;54715;54847;56000;56001;57187;65083;65109;87178;94026;130132;144983;160419;348995;387990;643136;728343"
"GO:0043620","regulation of DNA-templated transcription in response to stress","BP",12.5563213479571,39,5.27664948282956,"7422;1649;1051;9531;7428;9774;467;468;22933;2034;22926;10365;26287;90993;7157;3309;5970;3162;10370;3725;219736;4690;3091;56892;1958;4780;1388;7009;10636;405;3516;4582;5598;6195;6197;8440;25942;51360;84699"
"GO:0034399","nuclear periphery","CC",8.22743406506643,148,5.27212516820924,"6421;1051;4001;24137;4670;3181;9782;3192;5885;4841;1063;8554;387103;11260;1605;10274;1822;4152;302;78994;22938;1073;1072;26502;8573;6281;468;3856;84823;60;10735;29128;4928;86;6605;57122;55269;55137;9688;9612;9360;3875;9126;55660;7157;3692;55791;5111;7011;10250;8520;9984;6310;4926;641;22976;30827;4221;10296;25932;284695;4602;4287;55182;6041;6314;4000;9972;1609;29117;57731;10238;22828;6599;5371;8507;6602;23165;3280;6597;10270;196528;8607;5590;5687;790;6678;6002;11331;64395;6601;84148;1788;5119;4487;22880;59348;6839;22944;26993;1161;2672;7041;3141;6598;55274;8243;240;5422;10409;53335;26747;51588;8089;9894;6732;29945;23515;256329;80139;862;1791;2692;4137;4968;5580;6304;6596;6603;7175;7431;7528;8328;10178;10565;10580;10856;10969;23314;25900;25909;26012;26277;55193;64396;84844;116154;285643"
"GO:0048027","mRNA 5'-UTR binding","MF",14.7423063801829,25,5.2651682662926,"1654;10643;55323;6472;10492;6201;4628;22948;6470;4691;2332;6125;6189;5914;6154;26354;6208;23367;26156;10644;10642;6207;170506;6171;84294"
"GO:1990204","oxidoreductase complex","CC",8.62227467782546,125,5.2641141945283,"3939;4729;4710;2820;7386;847;7381;4535;5162;80777;4536;6391;4712;4537;1737;4540;4709;4718;84869;4711;4702;7385;4722;3945;1738;4704;4541;6392;51103;4706;4698;4694;55753;4697;29796;4519;6240;4725;5160;6241;6389;92259;4707;5164;55572;4700;4539;50507;4696;4967;4719;4688;4695;593;2731;4731;2653;4713;4716;4715;8050;4538;2108;3421;5880;53905;54539;594;5881;27089;64757;4723;56964;2109;126328;4717;7384;4714;7388;4724;100532726;4701;55967;5163;1743;4708;50484;51292;653361;3419;51079;440567;4512;1727;10975;6390;4726;5033;3420;79400;1537;3948;5879;374291;23171;4720;10811;617;1535;1536;1629;2766;2819;4689;4705;4728;5034;7923;10295;27035;50506;92483;124056;654816;654817"
"GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","CC",18.443322857747,14,5.25881976126781,"518;539;10476;516;522;515;9551;10632;4509;4508;517;521;27109;267020"
"GO:0031023","microtubule organizing center organization","BP",8.15292302388897,152,5.2555977971141,"6790;10403;51175;5347;1647;84446;3832;983;26973;899;7405;10015;1070;10432;7846;91147;153241;54820;7514;9793;4751;115106;151648;9768;10733;81669;92421;282809;1069;4659;6491;55968;93323;54461;137886;1111;7517;26005;23032;1874;57787;284403;10769;10806;51652;55226;4869;23177;1017;5108;23636;1639;1499;51199;23291;221908;116840;284001;80254;729440;5902;9371;4957;84552;8850;9639;55722;22809;57710;29901;8409;5311;54875;8777;64793;9851;79839;22994;5048;4591;1107;23332;79884;9696;9648;85459;152185;338657;5119;348654;9659;81565;163786;54930;2302;124093;50855;79959;9738;4682;672;54801;9525;55755;79441;128866;402;55142;585;55835;7516;11190;117178;2801;80817;2242;7840;55559;79648;159989;6566;23354;675;2648;3834;5314;9475;9662;10017;10207;11127;22873;22995;23122;23411;25914;25978;27243;51510;55125;56890;57018;57132;84084;84612;118611;143162;158511;166979;253012;345643;100653515"
"GO:0042026","protein refolding","BP",14.2989995971983,27,5.25238871164266,"3301;3312;3320;3313;3303;6782;3315;6625;3306;3304;51182;3309;3305;3310;10294;9529;3329;2280;3300;126393;567;1410;2281;1409;3311;3316;55466"
"GO:0009142","nucleoside triphosphate biosynthetic process","BP",8.62700475552017,124,5.24790289918541,"7415;498;518;4729;4710;539;509;10476;4535;516;4536;6391;522;515;4712;9551;4537;10632;9556;4540;4709;4718;142;4711;4702;4722;201163;4704;4541;6392;506;4706;4698;226;4509;4694;10165;4508;514;4725;6389;7114;523;4707;10201;2023;7040;132;4700;4539;4696;517;513;4719;7298;5465;4695;1353;4731;521;4713;29922;134145;6901;205;3615;4831;4716;4715;4538;54539;4830;84833;30968;4832;4833;4723;1841;126328;54963;4717;790;4714;4724;9519;4701;55967;51422;4708;283120;129607;51079;84277;318;65018;790955;7371;6390;4726;56474;3948;374291;4720;3988;9605;1503;203;527;3565;3614;4705;4728;8382;10891;27109;50808;54209;55022;55811;56848;65990;83549;267020;347736"
"GO:0097027","ubiquitin-protein transferase activator activity","MF",18.9673930149282,13,5.24748590682152,"991;7332;7334;1027;5193;55294;6015;57332;8945;648;9413;51343;166979"
"GO:0031100","animal organ regeneration","BP",10.5624300824422,64,5.24172753426006,"6790;1051;6426;890;983;1026;1374;23175;3482;5469;8140;2146;3077;83606;3339;9076;5111;2735;595;7298;7049;306;4837;2356;5727;3569;471;10076;790;10419;1459;55959;7351;26019;558;1636;54658;3651;2322;133;285;336;570;578;1361;2155;2621;2623;2671;3549;3586;3936;4851;5207;5774;6387;7124;7448;7471;8013;8431;9104;51156;87178"
"GO:0002262","myeloid cell homeostasis","BP",7.88733136844734,169,5.21383784431811,"1054;7422;3146;23657;29127;6510;3148;6647;211;3313;1435;3303;677;5052;5469;3202;4891;10461;5291;23210;2821;3398;3815;94081;2034;440712;4067;10365;2235;10107;1777;54977;6868;3624;3304;54892;54681;51522;55972;10019;23385;5316;103;2309;5771;292;10296;2624;5142;8861;23376;22985;7049;652;91;4602;4522;3162;10370;23774;23456;1432;604;93974;2113;6777;6208;55113;23186;6194;55027;301;92;2539;3276;10758;5925;3569;3658;55904;51621;51341;150274;6229;29766;3091;8837;6722;51301;5926;6772;8314;9935;567;79876;5293;9991;161882;6338;3707;6223;84456;4763;9636;558;28982;8444;3635;3784;581;3717;6774;4090;7538;6218;84529;338442;405;116151;7564;129138;2176;60682;3216;2068;25893;3988;2039;3623;28996;8399;669;5591;212;578;695;836;1021;2038;2056;2116;2623;2625;3059;3071;3579;4151;4254;4352;6005;6521;6670;6688;6886;7067;9258;10018;10320;10661;50943;55646;57817;80279;80739;83700;121260;221395;222642;729230"
"GO:0009144","purine nucleoside triphosphate metabolic process","BP",7.96388328587019,163,5.21312682961261,"7415;498;518;3312;4729;4710;539;3303;509;2773;10476;5901;4535;516;4536;6391;522;515;4712;9551;4537;10632;9556;4540;4709;4718;142;4711;4702;4722;201163;4704;4541;29789;6392;506;4706;4698;226;4509;4694;55669;481;10165;65220;4508;3304;514;4725;6389;7114;523;57089;4707;63979;10201;2023;7040;132;4700;4539;4696;517;10059;513;4719;5465;4695;1353;4731;4621;521;4713;29922;93974;134145;6901;205;3615;4976;204;4831;4716;4715;4538;55270;572;25939;368;54539;4830;84833;30968;3704;4832;4833;4723;126328;4717;4714;1716;4724;64802;4701;55967;51422;4708;1497;23433;11164;51715;10845;525;283120;51079;84277;706;51024;79631;318;65018;790955;9567;8505;100;6390;4726;57673;3948;374291;26289;4720;3988;114789;526;9605;203;477;527;3565;3614;4622;4624;4625;4626;4705;4728;4907;5167;5169;8382;10891;27109;50808;54209;55022;55811;56848;65990;120892;131870;267020;347736"
"GO:1900193","regulation of oocyte maturation","BP",24.3666398353144,7,5.21129891230697,"6790;22933;4882;6461;646;4880;494551"
"GO:0000307","cyclin-dependent protein kinase holoenzyme complex","CC",11.1193743050114,54,5.20401886534195,"891;9133;890;983;1164;1026;899;10983;901;1032;892;1019;4331;81669;8900;5111;1163;896;595;56647;27013;1017;1025;1020;9134;8621;54619;51755;900;898;9969;902;894;10309;8812;79935;92002;1018;1024;9968;1022;5127;904;905;1021;5218;8851;8941;23097;57018;79616;85417;219771;645121"
"GO:0034501","protein localization to kinetochore","BP",17.7546692337945,15,5.18931637378826,"3550;7272;983;57082;9212;54908;9183;283489;55920;9184;27085;55055;55166;9735;51112"
"GO:1903083","protein localization to condensed chromosome","BP",17.7546692337945,15,5.18931637378826,"3550;7272;983;57082;9212;54908;9183;283489;55920;9184;27085;55055;55166;9735;51112"
"GO:0051299","centrosome separation","BP",17.7239530391386,15,5.17797676663955,"6790;3832;54820;4751;55968;137886;1111;23636;116840;5902;9371;64793;79884;81565;3834"
"GO:0005680","anaphase-promoting complex","CC",15.5471442343233,21,5.17668429997616,"991;11065;701;996;29882;25847;119504;27338;25906;51434;8881;8697;10393;51529;9820;29945;51343;51433;64682;166979;246184"
"GO:0017148","negative regulation of translation","BP",7.60156836460459,191,5.16796025905276,"4076;1660;83667;1654;9470;10643;6472;10236;8087;10492;1978;3192;9775;1977;2597;677;23435;2058;3184;26135;1979;3646;9698;5393;1719;28998;90850;811;468;1981;6470;55095;4691;54915;1965;5936;26986;55337;85456;29883;57721;64282;23112;2332;23318;51441;80149;3692;192670;23321;4848;5914;253943;26058;55024;7298;1656;126374;9451;3488;23034;7466;219988;23057;201626;11340;10399;27257;2043;1153;7072;23521;3609;56339;6188;54956;10247;26523;400961;27327;246175;167227;192669;115416;8507;57472;5610;22894;6726;56623;28960;4343;57690;22849;84069;56915;23367;7866;7248;80315;9513;55802;51247;10644;10612;387921;11044;56853;10642;2886;1457;5073;5436;9125;115024;65981;10658;9924;5997;55571;7812;10605;23404;63935;373863;283;11236;399664;340719;10140;255967;132864;25904;79068;9337;129563;23016;7538;27102;1612;196513;4850;84962;64506;26065;51010;5976;170506;4904;54542;27161;163255;678;1613;3002;4292;4849;5813;6093;7175;7832;8570;8637;8994;9475;23019;23369;25819;54464;54517;56478;79066;79670;79727;85451;87178;92196;131405;149041;154197;197135;221662;326340;339345;340152;342977;378884;390748;440275;646799;100127983"
"GO:0035999","tetrahydrofolate interconversion","BP",21.7551096680116,9,5.16272220274032,"10797;25902;6472;6470;7298;4522;4524;10588;441024"
"GO:0009069","serine family amino acid metabolic process","BP",12.4780148428577,38,5.1623715280216,"23657;2729;5723;6472;875;113675;1491;22928;4693;26227;1719;6470;51540;29968;2618;4357;10955;4522;2731;2730;2653;10247;51380;200895;2678;102724560;10993;275;63826;189;570;1036;10249;22929;54363;55258;64902;256987"
"GO:0043039","tRNA aminoacylation","BP",11.835280266516,44,5.14921519084266,"6301;7453;2617;16;3376;833;2058;4677;5917;8565;55699;6897;5859;4141;51067;23395;23438;5188;25973;10056;55157;51520;79587;54938;57038;3035;283459;1615;55278;124454;57505;57470;80755;10352;79731;3735;10667;80222;7407;55152;2193;57176;92935;123283"
"GO:0051664","nuclear pore localization","BP",27.8457892658654,5,5.14544864737507,"4001;8087;84823;55706;4000"
"GO:0034248","regulation of amide metabolic process","BP",6.17476811821258,462,5.13947974912949,"4076;1660;23657;6301;54505;23645;83667;1654;9470;10209;16;10643;55323;6472;10657;10236;8087;10492;51335;1978;3192;5621;9775;1977;2597;5315;5223;54931;677;6741;23435;116496;1653;9689;2058;64215;3184;26135;1979;3646;8473;9698;5393;10102;27335;1719;28998;1454;2872;5935;90850;811;8550;1983;1975;468;8531;55364;22916;1981;6470;83939;3315;55095;4691;54915;1965;9669;2235;7057;28958;5936;23107;51091;26986;79072;51714;79828;6451;55337;85456;94101;55005;29883;4528;8672;8667;57721;64282;23112;2332;83759;23318;51441;84919;80149;23178;6125;1982;7157;3692;207;28969;84324;192670;23321;27230;64410;4848;5914;1545;253943;29095;5164;5300;124540;9939;8890;26058;55024;57142;351;1938;115572;3491;2309;7298;1656;126374;55250;9451;3488;23034;10600;29081;7458;6134;7466;55226;4869;6154;1994;3459;5970;219988;23057;4915;201626;4686;11340;1984;10399;27257;7555;2043;1153;7072;23521;5499;3609;56339;348;84271;25946;6188;9811;54956;10247;63899;6895;26523;6059;79048;400961;8877;27327;602;246175;84881;2064;167227;192669;115416;8507;10767;6208;57472;5610;22894;149986;6203;10128;6726;54952;22794;51065;9619;56623;28960;10418;4343;57690;5166;22849;84069;56915;55140;23367;65110;7866;26995;48;3276;4440;7248;3569;10347;3658;4690;20;6191;80315;92342;8893;55132;9513;1139;1611;55802;51247;10644;10612;84541;8663;387921;11044;56853;22868;55695;10642;10959;26610;1942;10972;2886;5724;10289;5163;81554;1457;23410;5073;9148;23173;136319;120766137;8664;7349;5436;9125;142891;5036;5337;347744;115024;51204;6311;65981;51123;127933;3872;10658;9924;708;6199;5997;5562;51087;2475;55571;7812;54859;10605;23404;63935;4780;373863;283;11236;56931;3860;399664;9444;340719;25929;10140;8662;8872;113251;65018;255967;132864;55037;25904;6653;54103;2107;79068;92170;1974;9337;129563;9001;22927;2931;55239;8846;23016;53918;8892;7538;25983;27102;6169;29904;1612;10985;5611;84769;196513;4850;6253;285367;56648;51654;8398;84962;8301;64223;1734;84300;64506;23163;26065;60558;143244;6352;51010;5976;9221;5165;170506;4904;54542;10313;27161;163255;5591;208;229;274;326;333;678;836;940;1191;1613;1996;2185;2915;2935;3002;3479;3673;4116;4292;4849;5187;5580;5813;6093;6195;6197;6198;6252;6622;6659;6667;6949;7124;7175;7431;7832;8440;8518;8569;8570;8637;8864;8994;9475;9728;9933;9971;10131;23019;23185;23191;23369;23587;23654;25819;26164;29063;29118;51334;54464;54517;55124;56478;56848;57103;57409;57521;60678;64127;65094;65109;66037;79066;79670;79727;84305;85300;85451;87178;92196;94103;114134;131405;143689;149041;154197;197135;221662;253314;317649;326340;339221;339345;340152;342977;343472;347731;353238;378884;390748;440275;440822;646799;100127983"
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","BP",12.5420408121684,37,5.13099486709577,"10576;3181;3178;10694;6950;7520;10575;7203;79618;22948;908;8550;9212;5594;4751;65057;8658;1499;4216;80351;1736;5595;545;5073;5588;11284;225689;10574;5570;92345;170506;5609;472;25913;26272;51750;140609"
"GO:0140996","histone H3 kinase activity","MF",19.9228503151751,11,5.12873831555142,"6790;5585;7443;1111;83903;1859;8986;3717;5578;5579;9252"
"GO:1903391","regulation of adherens junction organization","BP",27.7601299536534,5,5.12719615703089,"7422;118;5962;654;25930"
"GO:2000767","positive regulation of cytoplasmic translation","BP",18.073436878943,14,5.12690159389536,"1660;10492;3192;5315;3184;8531;26986;7555;10642;7812;10605;170506;4904;79727"
"GO:0009199","ribonucleoside triphosphate metabolic process","BP",7.87711016283408,164,5.12287095347343,"7415;498;518;3312;4729;4710;539;3303;509;2773;10476;5901;4535;516;4536;6391;522;515;4712;9551;4537;10632;9556;4540;4709;4718;142;4711;4702;4722;201163;4704;4541;29789;6392;506;4706;4698;226;4509;4694;55669;481;10165;65220;4508;3304;514;4725;6389;7114;523;57089;4707;63979;10201;2023;7040;4700;4539;4696;517;10059;513;4719;5465;4695;1353;4731;4621;521;4713;29922;93974;134145;6901;205;3615;4976;204;4831;4716;4715;4538;572;368;54539;4830;84833;30968;3704;4832;4833;4723;126328;54963;4717;790;4714;9583;4724;64802;4701;55967;51422;4708;1497;23433;11164;51715;10845;525;283120;51079;84277;706;51024;79631;318;65018;790955;7371;9567;8505;6390;4726;56474;57673;3948;374291;26289;4720;3988;114789;526;9605;1503;203;477;527;3565;3614;4622;4624;4625;4626;4705;4728;4907;5167;5169;8382;10891;27109;50808;54209;55022;55811;56848;65990;83549;120892;267020;347736"
"GO:0016874","ligase activity","MF",7.89955848447722,162,5.11859710102571,"6301;498;2181;7453;2617;2729;16;25902;3376;833;539;509;440;8802;10476;2058;4677;522;515;5917;2937;8565;9551;55902;10632;8833;55699;6897;31;7706;506;5859;4141;51493;4509;2618;7317;445;4508;514;197322;523;158135;10606;80221;8803;8883;2180;51067;5091;65985;513;23395;23438;5188;3978;25973;83737;11000;10056;25809;55157;4522;89978;3980;2730;23093;8801;521;376497;5096;23205;51520;79587;54938;57038;9654;2356;9039;6296;27304;54529;3035;283459;23181;84514;1615;790;55278;2752;4193;10055;124454;57505;79611;79876;2182;387787;57470;80755;3981;10352;3141;79731;7318;79739;10998;3735;57494;57571;56474;91298;159;8634;10667;84532;51703;150465;80222;26140;10533;132949;5095;7407;93100;8945;55152;1503;32;527;1373;2193;5198;10054;10588;10999;11001;23305;28965;54988;55191;55236;56922;57176;64087;79717;81616;83887;91978;92935;116285;122622;123283;142827;164395;164714;171222;254173;267020;284076;284716;440307"
"GO:0000101","sulfur amino acid transport","BP",19.8893829597184,11,5.11815909360291,"23657;6509;6520;8140;6505;126321;1497;6519;124935;6506;11136"
